task_id,agent_id,outcome_success,outcome_accuracy,total_time,cost,satisfaction
593,14,True,0.5879150764372763,30,14.7,7
592,16,True,0.6256962723249903,30,3.6,6
591,1,False,0.6697879059331662,30,35.7,3
590,1,False,0.14432015605607632,30,35.7,5
589,14,False,0.6740759155085922,30,14.7,3
588,15,False,0.44084809943498626,30,9.9,5
587,3,False,0.46904149970558184,30,14.1,5
586,10,True,0.6280446434356428,30,45.0,8
585,15,True,0.7647078893671417,30,9.9,9
584,0,False,0.33796232659860015,30,36.6,4
583,4,False,0.5485338296325993,30,54.0,3
582,15,True,0.8993529991384615,30,9.9,6
581,12,True,0.5605953788962161,30,50.1,8
580,15,False,0.6634685314804614,30,9.9,4
579,5,True,0.7628856500240337,30,11.4,7
578,7,False,0.28530198083503183,30,36.3,3
577,18,False,0.6080596822432607,30,13.5,1
576,12,False,0.2603486573951307,30,50.1,5
575,7,False,0.18696864776539984,30,36.3,4
574,3,False,0.4235828154521942,30,14.1,2
573,3,True,0.7633977406754846,30,14.1,10
572,6,True,0.6768568034250853,30,35.4,10
571,1,True,0.4785038488389032,30,35.7,7
570,14,True,0.5387933248736172,30,14.7,10
569,2,True,0.674504786106399,30,24.6,10
568,15,True,0.8117853822026954,30,9.9,7
567,17,True,0.5859232771684787,30,34.5,9
566,19,True,0.6346283180439011,30,23.4,6
565,7,False,0.1935697493144956,30,36.3,4
564,13,False,0.4360248624736389,30,59.7,2
563,16,True,0.8017905185029033,30,3.6,8
562,18,True,0.42496192180441483,30,13.5,8
561,3,True,0.8016291047956092,30,14.1,9
560,19,True,0.37519118319380385,30,23.4,9
559,15,True,0.6294725091606628,30,9.9,7
558,14,True,0.42978937913559,30,14.7,7
557,14,True,0.49837087133827385,30,14.7,8
556,6,False,0.10183597939380902,30,35.4,4
555,9,True,0.6782437213957175,30,9.9,8
554,7,False,0.3736473386714618,30,36.3,4
553,0,False,0.17617592656165726,30,36.6,5
552,4,False,0.3571808715519118,30,54.0,4
551,10,False,0.2865812061635358,30,45.0,4
550,4,False,0.317104001893051,30,54.0,1
549,5,False,0.6171768528879162,30,11.4,3
548,4,True,0.6005635509011679,30,54.0,6
547,15,True,0.7394305569097356,30,9.9,8
546,3,True,0.5165676851687209,30,14.1,9
545,18,True,0.4555781057830977,30,13.5,8
544,15,True,0.47607061872109246,30,9.9,9
543,15,False,0.5866346863011911,30,9.9,5
542,6,True,0.6327322547857368,30,35.4,8
541,10,True,0.6311402895508383,30,45.0,10
540,8,False,0.4168002737229839,30,4.5,1
539,16,True,0.7984258551937689,30,3.6,7
538,13,True,0.21750038368335833,30,59.7,6
537,3,True,0.7450374885766171,30,14.1,6
536,15,True,0.7613629861895114,30,9.9,7
535,0,False,0.22713668353949218,30,36.6,3
534,14,True,0.5889627502012598,30,14.7,8
533,16,False,0.7250183181308802,30,3.6,3
532,6,True,0.30343433109411644,30,35.4,8
531,15,True,0.7461905619707727,30,9.9,7
530,7,True,0.2761127337983664,30,36.3,6
529,8,False,0.6378196482509013,30,4.5,2
528,5,True,0.4294752746443365,30,11.4,7
527,2,True,0.3887800379607401,30,24.6,10
526,10,False,0.2571512260502013,30,45.0,3
525,14,True,0.6142286495425059,30,14.7,10
524,16,False,0.6994436862534917,30,3.6,1
523,19,True,0.19076560501389894,30,23.4,9
522,17,True,0.6643761060371112,30,34.5,6
521,4,False,0.21789641065033677,30,54.0,3
520,6,True,0.6707988634023895,30,35.4,7
519,16,True,0.4238776713440426,30,3.6,6
518,8,True,0.879197901388871,30,4.5,7
517,16,True,0.7460516476419139,30,3.6,6
516,10,False,0.568538840810126,30,45.0,1
515,13,False,0.33635883585067816,30,59.7,1
514,3,True,0.46032027845365725,30,14.1,9
513,18,False,0.7772115804876354,30,13.5,4
512,16,False,0.4930214355399031,30,3.6,2
511,8,True,0.7093323984723607,30,4.5,8
510,8,True,0.8614418428953042,30,4.5,10
509,13,False,0.30139469532869545,30,59.7,1
508,5,True,0.768423131512618,30,11.4,10
507,7,False,0.2517807129808704,30,36.3,3
506,6,True,0.3890098844284,30,35.4,7
505,3,True,0.6051022854872269,30,14.1,6
504,10,False,0.33658077104391876,30,45.0,5
503,1,False,0.43260480326357775,30,35.7,4
502,13,True,0.6282285711767428,30,59.7,9
501,19,True,0.5642683915399682,30,23.4,10
500,6,False,0.2081325049403176,30,35.4,1
499,13,False,0.1527638839784506,30,59.7,2
498,3,True,0.751791683268296,30,14.1,8
497,11,False,0.6240885769885438,30,46.5,4
496,12,True,0.5555059107793102,30,50.1,10
495,7,True,0.6955563279658218,30,36.3,10
494,2,False,0.22137333949567042,30,24.6,1
493,14,True,0.8189991727672072,30,14.7,9
492,0,True,0.5685399552864973,30,36.6,9
491,10,False,0.3504964593209102,30,45.0,5
490,3,True,0.8455200381816184,30,14.1,10
489,3,False,0.5191080176739984,30,14.1,5
488,1,True,0.5476286340189791,30,35.7,10
487,3,True,0.5521504932650243,30,14.1,6
486,17,False,0.3312251643739144,30,34.5,3
485,1,False,0.20375959399437604,30,35.7,5
484,13,False,0.5780330341291121,30,59.7,4
483,13,False,0.13300791775473347,30,59.7,2
482,4,False,0.13453150901371952,30,54.0,2
481,9,True,0.5589163015235367,30,9.9,9
480,12,False,0.6161113521811691,30,50.1,3
479,11,False,0.29403448059841075,30,46.5,1
478,12,False,0.3023612551364397,30,50.1,1
477,12,True,0.6099768849764399,30,50.1,6
476,1,True,0.1773917726883007,30,35.7,8
475,11,False,0.6442917595660521,30,46.5,1
474,14,True,0.5202511606382906,30,14.7,6
473,16,False,0.7425749723810746,30,3.6,3
472,5,True,0.5447219845739273,30,11.4,9
471,5,False,0.4417132305438164,30,11.4,3
470,18,False,0.5377911658299295,30,13.5,5
469,0,False,0.5643407612107131,30,36.6,3
468,12,True,0.2775754592984865,30,50.1,9
467,4,False,0.6544736521577857,30,54.0,3
466,4,False,0.5954843926687342,30,54.0,3
465,16,True,0.7465493510631187,30,3.6,9
464,8,False,0.40999685290557275,30,4.5,3
463,17,False,0.1788507582976634,30,34.5,1
462,18,False,0.6057382045092022,30,13.5,3
461,3,False,0.6596263804035543,30,14.1,4
460,5,False,0.6080865802613566,30,11.4,3
459,7,True,0.6958739053595382,30,36.3,9
458,1,False,0.2194948836695312,30,35.7,4
457,10,False,0.4931780278350676,30,45.0,1
456,3,True,0.5392133279605604,30,14.1,9
455,2,True,0.3888918546829241,30,24.6,6
454,9,False,0.42926895555524175,30,9.9,4
453,9,False,0.6608827764053214,30,9.9,1
452,13,False,0.3392337837906457,30,59.7,2
451,15,True,0.43216818636819604,30,9.9,7
450,7,False,0.4650272141582553,30,36.3,2
449,5,False,0.8972199764927282,30,11.4,4
448,0,False,0.10993640863652697,30,36.6,3
447,4,False,0.44184409787513756,30,54.0,2
446,17,False,0.24828336632399128,30,34.5,5
445,8,False,0.41720473761484805,30,4.5,5
444,6,True,0.17697370319743416,30,35.4,8
443,17,True,0.48464850612974075,30,34.5,9
442,19,True,0.11172879233827962,30,23.4,6
441,9,False,0.5327654962137658,30,9.9,2
440,12,True,0.6831091161660887,30,50.1,10
439,15,True,0.6032410608696316,30,9.9,6
438,0,True,0.45570115432643965,30,36.6,7
437,9,False,0.43248700105003807,30,9.9,2
436,14,False,0.7319342023739677,30,14.7,5
435,1,True,0.4198216549275082,30,35.7,8
434,19,False,0.5235186432657949,30,23.4,5
433,0,True,0.5080505132202465,30,36.6,9
432,13,True,0.6967984571285385,30,59.7,8
431,17,True,0.3080924113317569,30,34.5,7
430,11,False,0.4822022821698997,30,46.5,5
429,14,True,0.6349226487931685,30,14.7,6
428,11,False,0.27379600228171275,30,46.5,2
427,8,False,0.5623945091193925,30,4.5,5
426,13,True,0.6467144145615579,30,59.7,8
425,9,False,0.44925995913473504,30,9.9,2
424,16,True,0.44200731529738746,30,3.6,10
423,13,False,0.11775358042475813,30,59.7,3
422,18,False,0.7434993416250084,30,13.5,4
421,13,False,0.47928992512144686,30,59.7,2
420,9,False,0.8216573144757202,30,9.9,1
419,6,False,0.4008606904295434,30,35.4,1
418,1,False,0.6445935891206431,30,35.7,1
417,12,False,0.3342296348812459,30,50.1,2
416,6,False,0.27531977894323084,30,35.4,5
415,7,False,0.32027950477120615,30,36.3,4
414,16,False,0.608822407575317,30,3.6,1
413,6,True,0.43517646704918445,30,35.4,8
412,2,False,0.21403605466122416,30,24.6,4
411,6,True,0.4426116986439489,30,35.4,6
410,9,True,0.6360276881370855,30,9.9,10
409,17,False,0.20698578958091568,30,34.5,2
408,17,True,0.5598423264920991,30,34.5,8
407,14,False,0.7003036120743495,30,14.7,4
406,19,False,0.17283304886584372,30,23.4,2
405,10,False,0.10232832610342213,30,45.0,5
404,5,False,0.5008113107452954,30,11.4,2
403,8,False,0.45704628939606134,30,4.5,2
402,6,True,0.5118655461451188,30,35.4,6
401,19,False,0.2559114063782746,30,23.4,1
400,5,True,0.4207459497890189,30,11.4,10
399,0,False,0.48396408620951414,30,36.6,4
398,13,False,0.36719111148073724,30,59.7,2
397,2,False,0.25852047198749917,30,24.6,3
396,15,False,0.4766249128119745,30,9.9,5
395,11,True,0.3372207498612655,30,46.5,6
394,3,True,0.5698654276339852,30,14.1,7
393,5,True,0.6082422410152014,30,11.4,9
392,1,False,0.5362266169255497,30,35.7,5
391,9,False,0.5155261836795315,30,9.9,5
390,3,True,0.7929638193164947,30,14.1,8
389,1,False,0.5288412690002049,30,35.7,5
388,6,True,0.1387021600761937,30,35.4,10
387,19,False,0.6861695906114147,30,23.4,2
386,19,True,0.4761903460213338,30,23.4,10
385,13,True,0.5532028787533415,30,59.7,10
384,19,True,0.437449127959178,30,23.4,8
383,2,False,0.5824919939997949,30,24.6,1
382,19,False,0.36469873152281584,30,23.4,3
381,12,True,0.4701909018826461,30,50.1,8
380,19,False,0.5855900359210383,30,23.4,2
379,14,True,0.626160859890639,30,14.7,9
378,9,True,0.585331745285051,30,9.9,9
377,15,True,0.7653135221566949,30,9.9,8
376,4,True,0.6239280127842314,30,54.0,7
375,14,True,0.7133003828874458,30,14.7,9
374,16,True,0.8267982331056807,30,3.6,8
373,12,True,0.4785110731150285,30,50.1,7
372,9,True,0.7312265540119662,30,9.9,10
371,0,True,0.5732275198687068,30,36.6,9
370,17,True,0.2700279348140674,30,34.5,9
369,3,True,0.722330573954324,30,14.1,10
368,6,False,0.46686902388551654,30,35.4,2
367,12,False,0.2858722844637449,30,50.1,3
366,14,True,0.8820379081756442,30,14.7,7
365,6,False,0.309225233072385,30,35.4,4
364,18,True,0.7335062555423653,30,13.5,10
363,3,True,0.7562625607947475,30,14.1,7
362,19,False,0.39082914487274123,30,23.4,2
361,8,False,0.5184541740808252,30,4.5,5
360,0,True,0.5000784861477195,30,36.6,6
359,10,False,0.11601319151179655,30,45.0,1
358,16,True,0.4717322525898931,30,3.6,8
357,2,True,0.45834649419486295,30,24.6,8
356,0,True,0.67593240988234,30,36.6,6
355,18,True,0.8724230744930259,30,13.5,8
354,13,False,0.16496035249360047,30,59.7,2
353,10,False,0.4449908061523602,30,45.0,2
352,8,False,0.8490053578321453,30,4.5,4
351,18,False,0.44835340414797803,30,13.5,2
350,1,False,0.2101218464297222,30,35.7,1
349,0,False,0.1918955213814038,30,36.6,2
348,11,True,0.22734120876277936,30,46.5,10
347,11,True,0.33546881802921236,30,46.5,9
346,11,True,0.6170904637829693,30,46.5,10
345,4,False,0.19498302564203898,30,54.0,4
344,10,True,0.28022032880628933,30,45.0,9
343,3,True,0.5680514010163591,30,14.1,6
342,6,False,0.43949499836095696,30,35.4,5
341,0,True,0.13558444053899893,30,36.6,7
340,16,True,0.8063974658571662,30,3.6,6
339,14,True,0.7571205136989996,30,14.7,10
338,17,True,0.5572974825567708,30,34.5,9
337,13,True,0.5124793504381088,30,59.7,6
336,10,True,0.5178001341796169,30,45.0,6
335,19,True,0.3486875731202894,30,23.4,7
334,4,False,0.34565986155496664,30,54.0,4
333,5,True,0.7020884386986822,30,11.4,8
332,3,False,0.7139385108289422,30,14.1,4
331,8,False,0.6836799315743993,30,4.5,4
330,1,False,0.1065443379182816,30,35.7,3
329,13,True,0.5806905502595093,30,59.7,7
328,14,True,0.7802486331173659,30,14.7,6
327,5,True,0.6460740714101725,30,11.4,10
326,19,False,0.3304601112514626,30,23.4,3
325,8,False,0.6213398081093351,30,4.5,4
324,13,False,0.16354797454560438,30,59.7,1
323,10,False,0.366487526094161,30,45.0,3
322,5,True,0.619633414742429,30,11.4,8
321,14,False,0.447239920899056,30,14.7,3
320,4,False,0.35599764810728884,30,54.0,1
319,5,True,0.6860307008347881,30,11.4,9
318,7,False,0.4835364155486992,30,36.3,3
317,1,True,0.6928273850688961,30,35.7,8
316,10,True,0.5994065768621537,30,45.0,10
315,14,False,0.7607037758676922,30,14.7,2
314,1,True,0.3284393084433189,30,35.7,6
313,7,False,0.15207955094198036,30,36.3,5
312,5,False,0.4542780904219873,30,11.4,3
311,8,False,0.5330525305989698,30,4.5,2
310,11,False,0.4426566006600138,30,46.5,4
309,5,True,0.5509315286787202,30,11.4,9
308,9,True,0.8801746693687136,30,9.9,10
307,4,False,0.2456093120004267,30,54.0,1
306,11,False,0.6365219154254443,30,46.5,4
305,7,True,0.6096881300712292,30,36.3,9
304,7,False,0.14887583650874406,30,36.3,2
303,12,False,0.5260052102093049,30,50.1,1
302,5,False,0.41965133834722,30,11.4,1
301,16,True,0.5096597257550276,30,3.6,6
300,18,True,0.5094295926970602,30,13.5,6
299,18,True,0.7616461757134418,30,13.5,9
298,12,True,0.6662980322854443,30,50.1,10
297,2,False,0.514853203901592,30,24.6,5
296,2,False,0.22640616197431435,30,24.6,3
295,11,True,0.6449434234961468,30,46.5,7
294,1,True,0.4324311872665808,30,35.7,9
293,12,True,0.46726679345829125,30,50.1,9
292,18,True,0.6524335123048108,30,13.5,10
291,11,True,0.251849159468036,30,46.5,7
290,3,True,0.6924198547210675,30,14.1,9
289,17,True,0.31156024872435717,30,34.5,10
288,0,True,0.3254661123089881,30,36.6,7
287,15,True,0.8849516571163278,30,9.9,8
286,7,True,0.17297775928888093,30,36.3,9
285,10,False,0.46622632089740235,30,45.0,2
284,6,True,0.5109497358287185,30,35.4,8
283,12,False,0.1299747746605336,30,50.1,4
282,18,True,0.5881212668632727,30,13.5,6
281,8,False,0.5090016884437762,30,4.5,1
280,8,True,0.5565612353261715,30,4.5,6
279,10,False,0.5178694437987378,30,45.0,3
278,19,False,0.34074250027120906,30,23.4,5
277,10,False,0.5251160518745753,30,45.0,3
276,6,False,0.25630059835489494,30,35.4,1
275,13,True,0.678384676653529,30,59.7,7
274,11,True,0.5090495336892475,30,46.5,7
273,4,False,0.2922400639731342,30,54.0,1
272,7,False,0.5063815735852432,30,36.3,1
271,8,False,0.7037979155583288,30,4.5,5
270,7,False,0.6937642150770865,30,36.3,1
269,17,False,0.33409930865448756,30,34.5,5
268,10,False,0.28502494944451995,30,45.0,3
267,14,True,0.5496462274505762,30,14.7,10
266,16,True,0.6163726327405515,30,3.6,9
265,5,False,0.4995266505048315,30,11.4,5
264,12,True,0.5837645725382825,30,50.1,9
263,14,False,0.5564130413134063,30,14.7,3
262,2,True,0.6885846395976993,30,24.6,10
261,14,True,0.7014856249788393,30,14.7,7
260,11,False,0.5865168919769556,30,46.5,3
259,16,False,0.5715817094833334,30,3.6,1
258,15,True,0.5459337412902965,30,9.9,10
257,7,True,0.5190976925049002,30,36.3,10
256,19,True,0.27539992491327936,30,23.4,10
255,3,True,0.8363996380932917,30,14.1,10
254,17,True,0.5958494587768411,30,34.5,6
253,3,False,0.5272647770855257,30,14.1,5
252,17,False,0.1561905704850351,30,34.5,3
251,6,True,0.5378183391007132,30,35.4,7
250,1,True,0.4970317879782714,30,35.7,6
249,1,False,0.1298418093277528,30,35.7,4
248,14,True,0.7786905280415731,30,14.7,9
247,8,False,0.6008703444437787,30,4.5,2
246,19,True,0.23552894852794504,30,23.4,7
245,15,True,0.7688693070245636,30,9.9,9
244,8,True,0.859521024012162,30,4.5,7
243,16,True,0.876891266452718,30,3.6,7
242,0,False,0.39123365981640945,30,36.6,3
241,3,True,0.6434314376294707,30,14.1,6
240,12,True,0.6092920467334008,30,50.1,10
239,10,False,0.32040738919122075,30,45.0,5
238,18,True,0.5324124643337879,30,13.5,6
237,0,False,0.45494070514186813,30,36.6,1
236,0,False,0.686739137531304,30,36.6,1
235,3,False,0.74382861776726,30,14.1,4
234,1,False,0.2861973044992047,30,35.7,2
233,18,False,0.5616750982538898,30,13.5,1
232,5,True,0.7052854280347783,30,11.4,10
231,8,True,0.8982370242464301,30,4.5,6
230,1,True,0.3361337548877532,30,35.7,9
229,10,True,0.5896308947373243,30,45.0,9
228,7,True,0.3773336889438501,30,36.3,6
227,18,False,0.8856747730582084,30,13.5,1
226,4,True,0.6569697278074599,30,54.0,9
225,16,False,0.5641511844123943,30,3.6,2
224,14,False,0.4711667205173878,30,14.7,1
223,2,False,0.6585005436189109,30,24.6,5
222,7,False,0.41036849126503583,30,36.3,2
221,0,False,0.3851449551692987,30,36.6,3
220,12,False,0.5458260884992059,30,50.1,5
219,13,False,0.29144241362977796,30,59.7,3
218,17,True,0.3978534299050872,30,34.5,9
217,0,False,0.6855923834758262,30,36.6,2
216,12,False,0.26301878423256886,30,50.1,3
215,6,False,0.1929424791994822,30,35.4,2
214,14,False,0.7944389435107735,30,14.7,4
213,13,False,0.4661545265396335,30,59.7,4
212,4,False,0.32276051529578353,30,54.0,4
211,2,False,0.17238550372394923,30,24.6,2
210,1,False,0.14381150867940903,30,35.7,1
209,4,True,0.5727304321987888,30,54.0,7
208,13,False,0.44150261844375227,30,59.7,3
207,19,False,0.16682512478513503,30,23.4,3
206,4,True,0.5986660252714257,30,54.0,7
205,5,False,0.43244757598524053,30,11.4,4
204,4,True,0.6262320837076684,30,54.0,7
203,0,False,0.2826248615177696,30,36.6,1
202,18,True,0.7794954858969798,30,13.5,8
201,8,True,0.743508405490817,30,4.5,7
